JBAS Holder
0xe1343b0557378b6Cd915C33AbBCB264d64D81BBe
0x68b4B7e4F7AE4be404360849395A7a48F2f3FfBa
0xa5A57832e2025EE60Db422Ea68aE915a0E52e423
0xDBbCE8562fC28CEbE0eF96126E88f0518F00a610
0xFFe6B26a376A3A2F3f9536962Af5e4221251AA1e
0x3207136F3C82370b17eD87B89F91fFCD6987680c
0x6EA2f7A0c36BA3b19dE5e9508177954C33bCbe3E
0x6a3517D829e2353bD85B03604bD4f06E422686c0
0xA07E1E71D0BA83543Cd1a978c945CBaa0f45b0Ea
0xfA3664D10AD883646cC851482D62Be1020Df3DBF
0x822ef4561aA33738421fE55da8c074Dd7517D2D7
0x4CD8D866fF8901aCaCD33F9b837dB1d119dF945D
0x89BEdcde29266fE29e7efD2FF943992042162d50
0xb60C1B12bDe15EF6654B9216dF84610B42cB8e23
0x8a72E286f885003A6Fc2e859b1b69Db7E7febBf6
0x40923030BAA0a136EDbE579faeE832469A77baDd
0x504058395104903a0956f54f018Be60404873f31
0x0811c0fFeD0bA573af4feef174856201718d5474
0x5e275704cCf404782Ae78608Ef7B0BfefbFf43d5
0x4C5D620C019F1B57bCAa5dBB45637d202612B6BB
0xBf21E06FEf9D0AA440c34c595617aC95C835769f
0x8030F928d057FdFE160b5c6218986249F61236c0
0x3B68012c24b427303890A99AEA72C9e8e612d53e
0x4b21e40d4628fBb411C910b1F41754c5385f7696
0xbf9f100611dE3528cf9E904c1602aF7a6D4A83D3
0xa4111E5925d3B5191C4386D7E1A2D4DcE428A759
0x0367Ac8B6c2B1092062733941c189894728812Ca
0x4d3b4c939d336c21C31d1cf123928cb3408bf1f3
0x97bB8790eAfCbb38e8c7AeB80F58e70aA3060C81
0x53770ba0b60d0f1718B484D46F140D4cE56406dd
0x35E91A4855039E0f3BA140C42867FB5BdeCb2fD5
0x5D4c42C4963120F0985Db1E7119106b3c1E3D7EC
0xe9BF24A606429F2417ae3a3463c8d979548c385e
0x75fdcf3Ac904A579Db5744E40A9E393492Ac81A5
0x98acE532AF75e0321CCC34A3F1c56192e5896512
0x35DEc287c068C50a6a272E85b81D8aae0eBdc3df
0x78370BB276e7204b337F82401670509C309b1F99
0x3B3F095c3dC0250cBd610A1720158704695ba55d
0x8F7599f42cF9968FB38Cb218D7A3fa8dfF9a2239
0x9c18e849B9791f71e1EB6daf280728F3C356c69c
0xEc20FBb5A1414a5056b8451174f6012cd65f1Cbb
0x0c4e96636a43435DF828e9aaDD531F897D95b913
0x7C31D59084601c35Ac757e3770bC06dB7A9aee6c
0xDB6BeDE7f6962B7F0a93Af74fF886d6A981412e8
0x872d9dd8A203A97e7A41F4A2Ea924A4A047b6AdC
0xbDCf7fC5bC1C324Bc9b39807BF298080A4C0CCED
0x64e4439425dA681a61c82b481aD805a7a2D34bd6
0xe94eF8079Bb2A9b8433bd28556011BCd476b4D23
0x35965C179bb616eE4Ba0ce77DcCa1d8455eA5904
0xa646CFa356bD5Fe4956519e89821c613161525Cf
0x4205233759ff2396bF4f617E2a8c707B73E05115
0x5722387e2950A8E8B8674D8c5dE18D60Bbb59F63
0x455b6A4722A978F1aaaEcB9bE689f2dBd519D518
0xECCf1d45a232525e094F667fa71383D23aCA3840
0xd846E0934a38f061a033f84807f9574C5e488225
0xb21b4b001fa745770202bc9d069a5C17e5be3f10
0x58F51E2870B8D40fee5D0fD123b922203B6D1B97
0xFE84D2dfa02384BD73ab4acDDE64c4EEf71006AB
0xB6A064C645Ab1542Bf4324De00D298A521C20531
0x862676edaB519BBC71BA0DCb982945D030e7fAEA
0x5dC32cdBe41BaFeF01CF4c2442aFBA31C6c67934
0xc55E17D0CB64318Ef62aE65C9d6fFfC2d77AaAb9
0x473e979C93CA7E0581A8873dd94f2dCd7fdfCC97
0xb11e11bD84c276325Fbc92e5F6abB2945f7570C5
0xfCD75a0a6e288B2F593773A8426bfcB4d228Ca21
0xA7023938a11C0c4cE8D13CbBFeC505984c80aC83
0x1b625b4E6cad6379f167A2052a8d279467CfE25f
0x2878a24C4573c6f57C5F6d7bFE8b1a6df4ec1955
0x851e55f10660C888C41F4CDa199E2096710696a3
0x812005457367912B4FcCf527a13b4947d177E8c6
0x1E0e200C4af6CdE7864A3d9c1b9Da1C6A147c240
0x2BC4848d787512d79cE71739D93638067e2a5161
0x8A65214dD634BB171Fad516120BAc3D5929BD147
0x0d127EDedF32664cdb43591C03e1D7Bc0CCDBB0A
0x9741213727C683F1192100Aff1Ed5DE6be8fc6D3
0x25b731d91DDC8a142EfC4DA71f47C55092997e9a
0x7E33BC4A091B0f45E5a82E5CE405573617507a9B
0xd0c21ac4BA5a483FcC2F9F1AC26DB72A0DAaFE83
0x4e2B5d5f5e634280814052a6267446a2778b977B
0x2Fb9CDC313368C851b6fd74dd367391A61DdFc63
0x2859b43e0f59a5cbA292272104Af733Fc6830304
0x28D3C16bc666689C2743A675A6cB4E586d5432C5
0x4a2ed0641DE30b71B13aC1D00249B7c840ab9feF
0x34800d4BA1543891982E38AE705FB039feB66b54
0x1d61BFcA1D7EC5CD989e11F18B975f5baf5217f1
0x48a78A1a2D5E02302285cd3d41336D1e54E2F018
0x755f2599AE0869cAF3486ba2564e19A7c1F40558
0x12E838Ae1f769147b12956485dc56e57138f3AC8
0x48Ce02D93B82f4C6D6E95A484D53042285EB79D6
0x79c9C1625ff6b72071Cfa51522CB053DdB121606
0xBCE9C82Dcb930BA3231a4Bbef111c45a043dBCaD
0x4CECD435520A996024EeB7fb77B38c088308345a
0x6B45279B8a5B2Cfe3311f60E3caF0E74BE30FCc2
0xa77a0Abfe42BE504Fe5309276ABe6f96c111Bd42
0xda862466999c1BB7D6d38B9c5457BC5627b80BdC
0x53E54aEd28A840719aFb4a7d0828807d0424B95a
0x411dae2806487D9D82160C920B78d50bF76B5924
0x583D26Ac6Bbe85a49e392C19721AbA91e1F47921
0x5D9a8c6B344435b5c38283F26D5215831Ff97F74
0x0a5E3De7C90D409d65c71441DA91a2C67476C05C
0x999fCB5464bC3a20553cE28056f40f42908cc661
0x906bDfBe51f2ecb6EDA6B55cA6d2EbA76764861C
0x721707A68435F4C4AA93425E6c6d54C7024c9276
0x23643862901025ffcb41b677624F365eF8Ecb364
0xEbcC6b3658A9B1ADE33f94e3BFDdF9843FacE723
0x78c3c32938D311DC8598F91D3EDa3753d9D583de
0xD120B1212F42294669af0DB75cD053F0B518D2cf
0x9D603e5432e527Cd39B06a96527cC2D07390bd35
0xeB5F5792a64FD9048d46D9f0c25BbB0dd3920eFF
0x88Df844e524455737c0F1e2Cd51F2A2c789d154c
0xB8545d529234eB2848C85c0CcC0a5Ce9B30a3C0b
0xf2f11BEE1BA1De0956b0119017939129Cc2B9923
0x115DAd986CD500d1a3964638e33588c1D0E0023c
0xef3ff0AbDd9Ea122C841A878A36B89886eF0C273
0xFbeC2c5cbB8bf4179E605520c6Be48D75ED5dF81
0xa8897BAE8CC49E97B952d77117D66F81D7Ba4A9d
0xB20CF380c78FF0a357859A0dcB6F74883De40954
0xD237D3B488DCDDBD85408d2e879988f97AC81280
0x88F9C607b818985A2D970935189459C847A8c998
0xc6C759605Eb642202451eD1D57B0EE7a493C1BBB
0x6a58eF58A420DaF894Ec18D81Fd96CCF177751be
0xC97dB12BacAf9c724D08b570d3e5C65EB3F73799
0xfd8d763E74efE16c7D1F32850d6bC95f3d549D10
0x9679f5c1B6D1Db52fDDCEF6DdbaDE8aB37219c53
0xC9882d952703999c5Cd6e22E9672CC3EeaA03b9C
0x45F2b6C88C99D33AC5d2F7725d1BaB11D83D2994
0x40B1f4Db66185997d964079fe7dA849E66A65d2B
0x641c477f12d41b9618C1E80bc6D03A3083CB14D8
0x60946f1BD7DBdF893bfb1D440fc8a855c954B770
0x9461080e16194b1bCDBc274d6c74114A9C7C6993
0x9ac20AE8b99E912b6a7647CBD2D3D354E9011695
0xe85532F1Cf9d10B11a95aaE8d440cA26a2FbF75D
0x9Fb156B60a745EaDc26a83371E405578D8C0f741
0x725B134dE3A8dB3E7D8aaCBD28E5e19EF113F340
0x3Fd5084000488E102Ae295Eb85C3dC6219d8Af3A
0x10BE4e331BDb2F3E53aF896268324c6896a5422B
0xd1C039deE8A88866d24BC3D8AcA4DF2c1fa80c7a
0x2A9D7781014b23f4d96988C701783283371B7f15
0xd7d5cF159588e015f3f16C490AEB41CdEc12e366
0xbD28bc431332000C78Aa6389625aa116D71c0c42
0x9f6e374B04d3a0E83c040C522d6E8B3E009033Bc
0xe668E1d4e16B3b463BCDFd43bE0885ED8367208d
0x30891F60B7aff7Cb5D2f030A0dd3A3EDCc94C9ee
0x91DC20bC79fB553EFEe0edCDabEf71c7Eb597cfA
0xB49D316D771B9dafB432Bd854Cc6869C565F6Eb3
0x8fe919C7A2ea2cd97cC7f165a8841a93d58b03d7
0xedf69780EAEfcae1FB20022EeCe19faf8E4071c2
0x991f3D0A4EBE19B65a26ea18f6Ed821D845296e1
